P_NAME,P_HABITABLE,P_ESI,P_MASS_y,P_RADIUS_y,P_TEMP_EQUIL_y,P_PERIOD_y,P_TEXTURE
KMT-2021-BLG-0119L b,0,-4.31E-16,1754.4128,12.8,0,0,Gas Giant
KMT-2021-BLG-0192L b,0,-4.31E-16,34.96112,6.56,0,0,Neptunian
KMT-2021-BLG-2294L b,0,-4.31E-16,22.24799,5.02,0,0,Neptunian
Kepler-512 b,0,0.012040995,7.7,2.69,615.85915,34.43588,Unknown
Kepler-59 b,0,0.327868217,1.37,1.1,951.88184,11.868171,Terrestrial
TOI-181 b,0,-1.006773008,46.1687,6.956,809.38463,4.532,Neptunian
Kepler-658 b,0,0.15255375,3.29,1.63,1107.314,1.2870768,Super-Earth
HD 187085 b,0,-1.243040604,265.70588,13.9,596.69246,1019.74,Gas Giant
Gl 686 b,0,1.909639291,6.624,2.46,349.95412,15.53,Super-Earth
EPIC 211822797 b,0,1.739429306,4.35,1.92,379.37433,21.170196,Super-Earth
Gl 49 b,0,1.231163546,5.63,2.24,395.88188,13.8508,Super-Earth
Kepler-881 b,0,0.090396402,3.82,1.78,1161.7968,4.4444802,Super-Earth
Kepler-890 b,0,-0.924168915,58.6,8.89,566.73601,52.758756,Gas Giant
Kepler-1746 b,0,0.4249173,59.1,8.935,348.58996,321.21201,Gas Giant
Kepler-981 b,0,-0.10130813,5.95,2.31,1051.1697,4.4697577,Super-Earth
OGLE-2007-BLG-368L b,0,-4.31E-16,20,4.72,0,0,Neptunian
K2-256 b,0,-0.152755061,7.41,2.63,808.88315,5.52011,Unknown
K2-147 b,0,0.265087624,0.315,0.73,960.28722,0.961918,Terrestrial
K2-293 b,0,-0.01401953,6.57,2.45,700.85393,13.1225,Super-Earth
K2-42 b,0,0.117584654,5.27,2.15,684.2379,6.68796,Super-Earth
KMT-2017-BLG-1038L b,0,-4.31E-16,640,13.4,0,0,Gas Giant
KOI-55 b,0,0.226806495,0.44,0.759,7194.8888,0.240104,Terrestrial
Kepler-347 d,0,0.214306736,9.48,3.04,503.02973,85.517344,Unknown
Kepler-663 b,0,-0.175912887,7.27,2.6,899.79548,4.9967828,Unknown
OGLE-2006-BLG-109L b,0,-4.31E-16,231,14,0,1788.5,Gas Giant
OGLE-2012-BLG-0838L b,0,-4.31E-16,53.1,8.39,0,0,Gas Giant
KMT-2016-BLG-1820L b,0,-4.31E-16,1450,12.9,0,0,Gas Giant
HD 106515 A b,0,-1.119450499,3025.0908,12.5,107.00409,3586.8609,Gas Giant
Kepler-1010 b,0,0.742948247,5.99,2.32,457.42622,34.268571,Super-Earth
Kepler-571 b,0,-0.204011228,7.46,2.64,958.856,4.7985994,Unknown
Kepler-859 b,0,0.191872351,9.75,3.09,504.3576,20.381776,Unknown
HD 137388 b,0,1.162155327,63.566,9.32,220.55061,330,Gas Giant
HATS-50 b,0,-1.437834094,123.9537,12.666,1209.3895,3.8297015,Gas Giant
HD 30177 b,0,-0.750994325,2670.7121,12.6,140.37209,2514.5342,Gas Giant
Kepler-1077 b,0,0.114374449,8.1,2.77,557.68207,34.351187,Unknown
Kepler-1173 b,0,0.276159452,0.64,0.89,1582.7047,0.7698536,Terrestrial
Kepler-1563 b,0,0.244033481,0.347,0.75,1204.7268,3.432766,Terrestrial
Kepler-118 b,0,0.127292242,4.5,1.96,758.90651,7.518496,Super-Earth
Kepler-1567 b,0,2.315381142,7.9,2.73,319.61722,153.97958,Unknown
Kepler-151 c,0,0.485198857,5.02,2.09,525.46007,24.674612,Super-Earth
PDS 70 b,0,-1.747111621,953.49,30.488,43.711457,43500,Gas Giant
OGLE-2017-BLG-1049L b,0,-4.31E-16,1760,12.8,0,0,Gas Giant
NGTS-8 b,0,-1.416665453,295.5819,12.218,1206.599,2.4997,Gas Giant
TYC 3318-01333-1 b,0,-0.604161902,1086.9786,13.1,429.64885,562,Gas Giant
Kepler-1095 b,0,0.28903103,1.92,1.21,1065.0455,4.2710309,Terrestrial
K2-170 b,0,0.24723421,2.6,1.418,973.06681,7.576544,Terrestrial
HD 76700 b,0,-1.290447959,66.7443,9.6,1320.2141,3.97097,Gas Giant
Kepler-1219 b,0,-0.040470593,5.14,2.12,1152.8202,16.104677,Super-Earth
KMT-2016-BLG-0212L b,0,-4.31E-16,5700,12.2,0,0,Gas Giant
Kepler-1264 b,0,0.263939935,1.76,1.18,1785.8009,0.96852602,Terrestrial
Kepler-115 b,0,0.281572683,1.32,1.09,1523.8719,2.403679,Terrestrial
Kepler-1340 b,0,0.153856396,3.02,1.55,2165.2298,0.66502692,Super-Earth
Kepler-1495 b,0,0.677270159,8.96,2.94,432.86542,85.273256,Unknown
Kepler-1403 b,0,-0.054746723,5.22,2.14,1247.4114,5.194922,Super-Earth
Kepler-1449 b,0,0.14946386,3.46,1.68,995.74022,13.227453,Super-Earth
Kepler-1439 b,0,1.36398082,2.73,1.46,429.7407,8.0739285,Terrestrial
Kepler-1602 b,0,0.298777377,2.36,1.34,872.66502,11.179316,Terrestrial
GJ 163 d,0,-0.795200858,29.4,5.92,93.04036,603.95116,Neptunian
eps Tau b,0,-1.09944338,2285.1863,12.7,552.51604,585.82,Gas Giant
11 Com b,0,-1.316123989,4914.8985,12.2,730.24033,323.21,Gas Giant
HD 4732 b,0,-0.793648107,631.20722,13.4,454.24996,371.74,Gas Giant
Gl 378 b,0,-0.315534816,13.02,3.66,634.35924,3.822,Neptunian
BD+48 740 b,0,-1.144126123,540.311,13.5,480.66844,733,Gas Giant
Kepler-1109 b,0,0.597076088,5.43,2.19,491.02451,37.646738,Super-Earth
Kepler-85 c,0,0.079211871,20.9,2.18,710.53418,12.513,Neptunian
Kepler-1196 b,0,0.916198411,5.6,2.23,439.74858,66.184903,Super-Earth
Kepler-203 d,0,0.275859637,33.9,1.44,850.3539,11.32972,Neptunian
Kepler-1146 b,0,0.299339959,2.04,1.23,976.46803,2.3522658,Terrestrial
Kepler-365 c,0,0.271494908,3.33,1.64,734.0733,17.784129,Super-Earth
Kepler-374 b,0,0.2824124,1.08,1.03,1751.462,1.897806,Terrestrial
Kepler-39 b,0,-1.395952774,6388.1,13.9,767.07205,21.08721,Gas Giant
Kepler-28 b,0,-0.339480163,479.9,3.6,666.27553,5.9123,Gas Giant
Kepler-296 d,0,2.824101053,5.02,2.09,308.93197,19.850291,Super-Earth
Kepler-1580 b,0,0.065000209,5.1,2.11,763.83305,56.644928,Super-Earth
Kepler-1595 b,0,0.314126785,2.04,1.23,915.30244,4.5638047,Terrestrial
Kepler-211 b,0,0.306556589,2.13,1.26,916.70392,4.138575,Terrestrial
Kepler-299 b,0,0.245332321,2.3,1.32,1241.8516,2.927128,Terrestrial
Kepler-228 b,0,0.170889744,2.96,1.53,1393.0218,2.566546,Super-Earth
CHXR 73 b,0,-4.31E-16,3994.486,12.3,0,0,Gas Giant
EPIC 212424622 b,0,0.047134056,5.35,2.17,755.66358,18.0983,Super-Earth
HD 155193 b,0,-0.052636205,238.37131,14,360.2647,352.65,Gas Giant
HD 164922 b,0,-0.444452774,116,13.3,159.01893,1207,Gas Giant
Kepler-1467 b,0,0.607029432,10.9,3.3,425.92443,47.056904,Neptunian
Kepler-198 b,0,-0.100286115,8.35,2.82,661.01918,17.790037,Unknown
Kepler-608 b,0,-0.508111765,12.9,3.64,996.56223,6.412515,Neptunian
Kepler-133 b,0,0.101981567,3.75,1.76,1119.5943,8.129976,Super-Earth
HD 177565 b,0,-0.042848537,15.1,4,497.77905,44.505,Neptunian
Kepler-310 d,0,1.82894532,7,2.47,354.57383,92.876125,Super-Earth
Kepler-377 b,0,0.282855289,2.51,1.39,874.75505,12.509529,Terrestrial
Kepler-308 c,0,0.119083267,5.31,2.16,679.43381,15.38231,Super-Earth
Kepler-322 c,0,0.161316219,3.43,1.67,955.68467,4.337234,Super-Earth
Kepler-33 e,0,-0.521475709,5.57,4.02,758.74503,31.7844,Unknown
HATS-37 A b,0,-1.035008053,31.46517,6.793,991.80508,4.3315366,Neptunian
HD 107148 c,0,-0.650082433,19.89606,4.7,722.70859,18.3267,Neptunian
HD 137496 c,0,0.83599836,2434.5656,12.6,280.8579,479.9,Gas Giant
Kepler-247 c,0,-0.483740539,15.7,4.09,689.3822,9.439452,Neptunian
Kepler-326 b,0,0.178176979,44.6,1.52,1300.9923,2.248329,Neptunian
Kepler-229 c,0,-0.409691064,21.5,4.92,546.39508,16.068638,Neptunian
Kepler-237 b,0,0.279759651,2.57,1.41,865.6946,4.715106,Terrestrial
Kepler-234 c,0,-0.482583763,12.1,3.51,1054.0333,7.21205,Neptunian
HD 5891 b,0,-1.362880945,2425.0429,12.6,797.30878,177.11,Gas Giant
HD 109749 b,0,-1.363288788,85.8141,11.1,1145.9407,5.239891,Gas Giant
HD 88133 b,0,-1.484991032,324.1866,13.8,1549.3726,3.414884,Gas Giant
K2-90 b,0,0.51411408,7.27,2.6,474.87676,13.733314,Unknown
Kepler-1059 b,0,0.152699852,3.64,1.73,900.27123,3.764191,Super-Earth
Kepler-270 c,0,0.234231754,3.78,1.77,718.56069,25.262887,Super-Earth
Kepler-244 b,0,-0.249206687,8.05,2.76,983.13851,4.311792,Unknown
Kepler-307 b,0,-0.068625713,7.44,2.43,784.1787,10.4208,Super-Earth
Kepler-259 b,0,-0.219711017,8.25,2.8,829.91987,8.115317,Unknown
Kepler-260 b,0,0.04899874,4.7,2.01,882.20411,8.187399,Super-Earth
HD 159868 c,0,0.137524119,244.09344,14,344.41535,351,Gas Giant
HD 197037 b,0,0.500497934,251,13.9,202.5506,1035.7,Gas Giant
HD 211970 b,0,1.143073755,13,3.66,364.39069,25.201,Neptunian
HD 285507 b,0,-1.339186076,311.4734,13.8,687.15348,6.0881,Gas Giant
KMT-2016-BLG-1397L b,0,-4.31E-16,2200,12.7,0,0,Gas Giant
Kepler-114 b,0,0.388270711,6.8,1.26,745.95353,5.188549,Terrestrial
Kepler-1574 b,0,0.276075954,2.21,1.29,1022.3634,6.9424334,Terrestrial
Kepler-475 b,0,-0.154942319,6.76,2.49,976.36738,3.1055082,Super-Earth
Kepler-474 b,0,-0.374684063,9.59,3.06,1315.5683,5.6606729,Unknown
Kepler-1319 b,0,0.471849982,2.36,1.34,635.56212,2.8867627,Terrestrial
Kepler-1299 b,0,-0.139228626,9.17,2.98,650.5936,19.940087,Unknown
OGLE-2013-BLG-1721L b,0,-4.31E-16,200,14.1,0,0,Gas Giant
GJ 1061 d,1,4.67235843,1.64,1.16,218.33549,13.031,Terrestrial
HD 43197 b,0,0.914183897,175.75911,14.2,240.54023,308.92072,Gas Giant
HD 72892 b,0,-1.18751321,1737.8857,12.8,573.62148,39.44603,Gas Giant
HD 74156 b,0,-1.287787364,532.36258,13.5,589.29551,51.63564,Gas Giant
Kepler-391 c,0,-0.464288547,12.3,3.54,908.73399,20.485435,Neptunian
Kepler-749 b,0,-0.075423921,9.8,3.1,590.44494,17.317166,Unknown
Kepler-709 b,0,0.045845935,8.85,2.92,563.89819,16.08525,Unknown
Kepler-669 b,0,-0.789808444,20.8,4.83,1361.0431,4.1255469,Neptunian
Kepler-164 c,0,-0.212222455,7.9,2.73,872.89869,10.945723,Unknown
Kepler-975 c,0,-1.276352355,80.2,10.69,796.72451,5.0582134,Gas Giant
K2-195 b,0,-0.26548599,9.96,3.13,727.89082,15.852975,Unknown
Kepler-140 c,0,0.977554879,3.89,1.8,457.45622,91.353282,Super-Earth
Kepler-1423 b,0,1.11993123,1.2,1.06,474.18533,23.955378,Terrestrial
Kepler-1188 b,0,0.025183028,4.98,2.08,871.83204,17.136954,Super-Earth
Kepler-1324 b,0,0.27480764,2.89,1.51,801.0447,4.1158447,Super-Earth
Kepler-1362 b,0,3.291291569,7.27,2.6,265.00062,136.20563,Unknown
Kepler-1369 b,0,0.028269112,7.7,2.69,607.01626,25.873148,Unknown
Kepler-1378 b,0,0.506039557,5.48,2.2,509.1879,11.953989,Super-Earth
Kepler-1486 b,0,0.245524327,5.99,2.32,571.4553,54.649576,Super-Earth
HD 192310 c,0,0.971941952,24,5.25,183.46362,525.8,Neptunian
HD 72490 b,0,0.132942063,561.92344,13.5,347.81773,858,Gas Giant
HD 60532 c,0,0.031576486,797.7533,13.3,358.31524,600.1,Gas Giant
Kepler-986 b,0,0.631781797,6.17,2.36,471.94911,56.434994,Super-Earth
MOA-bin-1L b,0,-4.31E-16,1200,13,0,0,Gas Giant
HD 104985 b,0,-1.384468582,1766.8081,12.8,834.42382,199.68,Gas Giant
24 Boo b,0,-1.490167455,280.64248,13.9,1703.8095,30.33,Gas Giant
HD 145457 b,0,-1.366084866,888.01257,13.2,756.02593,176.13,Gas Giant
alf Ari b,0,-1.345557195,572.07,13.4,705.15347,380.8,Gas Giant
Kepler-995 b,0,0.420715761,7.75,2.7,485.28577,28.267317,Unknown
Kepler-340 c,0,-0.436282403,11.3,3.37,994.57997,22.824669,Neptunian
Kepler-575 b,0,-0.089745257,6.3,2.39,864.64254,9.3789194,Super-Earth
Kepler-320 b,0,0.299729253,1.55,1.14,1083.653,8.371554,Terrestrial
HD 171028 b,0,0.055146597,832.7146,13.2,330.04304,550,Gas Giant
GJ 3942 b,0,0.23064709,7.14,2.57,541.68768,6.905,Unknown
KIC 10001893 d,0,-4.31E-16,0,0,5046.1808,0.81161,Unknown
OGLE-2013-BLG-0102L b,0,-4.31E-16,4100,12.3,0,0,Gas Giant
ups And d,0,0.83576977,3257.7412,12.5,216.14581,1276.46,Gas Giant
Kepler-376 b,0,0.290615161,1.24,1.07,1310.4253,4.920199,Terrestrial
Kepler-369 b,0,0.521402403,1.51,1.13,649.44007,2.732756,Terrestrial
Kepler-391 b,0,-0.414204069,10.3,3.2,1273.3353,7.416755,Neptunian
CoRoT-22 b,0,-0.73574294,12.2,4.88,846.3395,9.75598,Neptunian
K2-139 b,0,-0.770144793,123.00021,9.11,505.59663,28.380619,Gas Giant
Kepler-1561 b,0,0.27733254,1.32,1.09,1808.0017,1.005207,Terrestrial
K2-268 c,0,-0.094380597,7.7,2.69,695.35688,9.327527,Unknown
1RXS J160929.1-210524 b,0,-1.612096572,3000,18.647,11.332944,0,Gas Giant
Kepler-227 b,0,-0.300150066,9.85,3.11,792.00597,9.488015,Unknown
Kepler-520 b,0,0.179419273,3.39,1.66,900.36471,19.674161,Super-Earth
MOA-2010-BLG-477L b,0,-4.31E-16,480,13.6,0,0,Gas Giant
HD 216520 b,0,0.521164336,10.26,3.18,441.10987,35.45,Neptunian
HD 158996 b,0,-1.401423373,4449.62,12.3,996.0457,820.2,Gas Giant
Kepler-577 b,0,0.387034242,7.04,2.55,504.08615,25.695783,Unknown
K2-4 b,0,0.43141911,5.06,2.1,538.42894,10.003417,Super-Earth
HD 116029 c,0,0.342196776,403.6441,13.7,330.78413,907,Gas Giant
GJ 3323 b,0,3.286529856,2.02,1.23,319.39188,5.3636,Terrestrial
Kepler-1688 b,0,0.396243095,2.13,1.262,735.37998,5.62012,Terrestrial
Kepler-1689 b,0,0.34813647,0.799,0.947,893.50763,8.483,Terrestrial
Kepler-1697 b,0,1.712142642,2.12,1.26,405.24518,33.4969,Terrestrial
Kepler-1785 b,0,-0.090869333,7.77,2.704,687.17536,19.585501,Unknown
Kepler-1786 b,0,0.391805354,10.1,3.163,461.4966,78.546097,Neptunian
Kepler-1784 b,0,-0.158516497,8.24,2.799,725.69197,13.5905,Unknown
Kepler-1751 b,0,0.098030289,3.98,1.824,974.67474,7.0173101,Super-Earth
Kepler-1752 b,0,0.596809749,18.7,4.541,390.01269,56.358501,Neptunian
OGLE-2008-BLG-355L b,0,-4.31E-16,1500,12.9,0,0,Gas Giant
Kepler-119 c,0,0.301953173,0.721,0.92,1126.5531,4.125103,Terrestrial
MOA-2013-BLG-220L b,0,-4.31E-16,871,13.2,0,0,Gas Giant
Kepler-1030 b,0,0.403483648,6.71,2.48,506.54922,19.329524,Super-Earth
USco1556 b,0,-1.436572871,4767.45,12.3,2.2991414,0,Gas Giant
K2-280 b,0,-1.019813135,37.1,7.5,716.69601,19.89526,Neptunian
BD+55 362 b,0,0.983249594,228.83645,14,239.76403,265.59,Gas Giant
HD 18742 b,0,-0.029350996,1080.622,13.1,364.5613,766,Gas Giant
HD 33564 b,0,0.341128235,2892.1,12.5,328.03027,388,Gas Giant
HD 190360 b,0,-0.873071433,572.09113,13.4,132.99275,2854,Gas Giant
HD 34445 f,0,1.64591805,37.9,6.88,244.14096,676.8,Neptunian
K2-146 c,0,0.585297596,7.49,2.19,492.80252,4.00498,Super-Earth
HD 1461 b,0,-0.14434639,6.44,2.42,1066.5855,5.77152,Super-Earth
K2-374 c,0,0.049885139,5.53,2.213,729.66365,16.43445,Super-Earth
K2-391 b,0,0.222087579,2.45,1.371,1433.2728,4.622654,Terrestrial
Kepler-1085 b,0,1.134063044,41.2,7.22,310.09739,219.32175,Neptunian
Kepler-1085 c,0,0.216950397,10.7,3.268,486.56892,56.7771,Neptunian
Kepler-132 c,0,0.267762355,2.18,1.28,1103.0501,6.414914,Terrestrial
Kepler-537 b,0,0.222279353,2.57,1.41,1184.7823,3.2475552,Terrestrial
Kepler-313 c,0,-0.022564205,7.13,2.57,668.44864,32.273273,Unknown
K2-274 b,0,0.251155972,4.98,2.08,612.08423,14.133031,Super-Earth
K2-90 c,0,0.35190281,2.24,1.3,778.17318,2.900706,Terrestrial
K2-188 c,0,-0.279236821,8.4,2.83,1026.6322,7.810253,Unknown
CoRoT-4 b,0,-1.431782054,228.83,13.34,944.55762,9.20205,Gas Giant
Kepler-1189 b,0,0.090805037,3.78,1.77,1206.9555,3.7885898,Super-Earth
HD 202696 c,0,-0.057793038,592.43512,13.394542,366.04542,946.6,Gas Giant
Kepler-1045 b,0,0.256803618,7.7,2.69,522.85231,26.410455,Unknown
Kepler-1735 b,0,0.877102575,1.84,1.194,514.40349,7.7179298,Terrestrial
Kepler-244 c,0,0.101376964,4.86,2.05,745.31538,9.767292,Super-Earth
HD 20003 c,0,-0.137246113,14.44,3.89,529.06229,33.9239,Neptunian
HD 167042 b,0,-0.578582558,444.00628,13.6,423.80598,417.67,Gas Giant
HD 180314 b,0,-1.06095937,7216.9296,12,542.97751,394.73,Gas Giant
Kepler-1673 b,0,-0.065328126,8.93,2.936,612.3024,33.7888,Unknown
Kepler-1664 b,0,-0.26879282,9.45,3.033,777.53416,14.3868,Unknown
Kepler-1691 b,0,0.062052149,4.02,1.835,1266.3306,3.8482,Super-Earth
Kepler-1717 b,0,-0.266259764,9.21,2.989,798.58284,30.6528,Unknown
Kepler-1732 b,0,-0.468865943,15.7,4.099,672.91806,32.312401,Neptunian
Kepler-1339 b,0,0.203522529,0.285,0.71,1855.6317,1.3415551,Terrestrial
Kepler-668 b,0,-0.129848428,7.75,2.7,731.84498,8.3539064,Unknown
K2-273 b,0,-0.269677665,9.53,3.05,769.99153,11.719566,Unknown
Kepler-735 b,0,-0.063829202,9.01,2.95,608.95619,11.51517,Unknown
K2-253 b,0,-1.425638322,106.99764,12.67,1083.3641,4.00167,Gas Giant
Wolf 327 b,0,0.293055709,2.53,1.24,996.7809,0.5734745,Terrestrial
Kepler-114 d,0,0.112324982,3.9,2.53,594.01652,11.776,Unknown
Kepler-1234 b,0,-0.057956694,8.3,2.81,633.08802,11.94014,Unknown
Kepler-1153 b,0,0.100767391,3.64,1.73,1299.75,1.7558353,Super-Earth
Kepler-240 c,0,0.089040084,102.3,2.2,692.60217,7.953528,Gas Giant
HD 126525 b,0,0.258537735,75.32571,10.3,183.65885,960.41,Gas Giant
HD 6718 b,0,-0.820073382,533.9544,13.5,139.30393,2496,Gas Giant
OGLE-TR-132 b,0,-1.476695958,375.02,13.45,1765.5284,1.689868,Gas Giant
Kepler-1377 b,0,0.2493156,2.1,1.25,1739.8187,0.74092842,Terrestrial
Kepler-1171 b,0,-0.224979466,7.08,2.56,2492.8178,1.4425922,Unknown
Kepler-1207 b,0,0.159181623,3.26,1.62,1081.7348,13.682371,Super-Earth
Kepler-1283 b,0,0.029783882,4.31,1.91,1332.869,12.946098,Super-Earth
K2-120 b,0,0.257919229,4.7,2.01,621.60944,9.562742,Super-Earth
K2-24 c,0,-0.79521313,15.4,7.5,561.20051,42.3391,Neptunian
HIP 57274 b,0,-0.137850327,6.3566,2.4,1071.6705,8.1352,Super-Earth
K2-123 b,0,2.196018689,8.05,2.76,324.81911,30.951524,Unknown
Kepler-154 c,0,0.40412499,9.01,2.95,471.65929,62.303276,Unknown
Kepler-389 b,0,0.224902509,2.89,1.51,934.77649,3.244107,Super-Earth
Kepler-626 b,0,0.017546578,5.86,2.29,733.24783,14.485852,Super-Earth
Kepler-545 b,0,-0.179283796,7.7,2.69,821.74096,13.249341,Unknown
MOA-2009-BLG-266L b,0,-4.31E-16,10.4,3.21,0,2800,Neptunian
Kepler-1903 b,0,-0.037308467,5.85,2.286,829.17901,17.0679,Super-Earth
Kepler-1945 b,0,0.340661268,2.21,1.289,808.83986,6.08004,Terrestrial
Kepler-176 e,0,1.64891753,2.7,1.45,404.25136,51.16579,Terrestrial
OGLE-2018-BLG-1011L b,0,-4.31E-16,570,13.5,0,0,Gas Giant
Kepler-1942 b,0,-0.031303683,5.13,2.117,1074.0509,4.62605,Super-Earth
HD 221416 b,0,-1.24985768,60.5,9.17,1094.3098,14.2767,Gas Giant
Kepler-294 c,0,-0.207103914,7.8,2.71,877.95152,6.6264,Unknown
Kepler-228 d,0,-0.570080758,15.4,4.04,854.45466,11.094286,Neptunian
Kepler-23 b,0,0.045214303,254.3,1.9,1145.4372,7.1073,Gas Giant
Kepler-251 c,0,-0.082821684,8.1,2.77,660.57144,16.514043,Unknown
Kepler-1623 b,0,0.272095782,2.27,1.31,1013.7592,4.3612835,Terrestrial
Kepler-181 b,0,0.280992236,2.15,1.27,1024.0466,3.137873,Terrestrial
Kepler-336 c,0,-0.009516933,5.06,2.1,975.45176,9.600001,Super-Earth
HIP 54373 c,0,0.735418907,12.44,3.57,399.65443,15.144,Neptunian
K2-161 b,0,-0.986165093,31.1,6.117,1473.1829,9.283188,Neptunian
Kepler-1809 b,0,0.224721454,2.9,1.513,931.33319,3.7572999,Super-Earth
Kepler-595 b,0,-0.069815889,17.4,3.708,524.19934,25.302909,Neptunian
Kepler-598 c,0,1.369017572,9.4,3.024,367.19855,86.4945,Unknown
Kepler-607 b,0,0.269654302,0.59,0.87,1759.6765,0.6381632,Terrestrial
Kepler-616 b,0,-0.069025182,6.48,2.43,784.89189,9.9976185,Super-Earth
Kepler-616 c,0,1.088855935,11.5,3.41,376.72177,90.411356,Neptunian
Kepler-1856 b,0,0.094107672,3.66,1.734,1435.9208,1.302,Super-Earth
Kepler-1705 c,0,0.010062521,5.42,2.05,974.02429,11.28,Super-Earth
HD 79181 b,0,-1.397313511,203.41018,14.1,749.24559,273.1,Gas Giant
HD 161178 b,0,-1.396371864,181.16219,14.1,756.98569,279.3,Gas Giant
KOI-4777.01,0,0.025260856,99.2,0.51,1108.0382,0.412,Gas Giant
OGLE-2018-BLG-1428L b,0,-4.31E-16,240,14,0,0,Gas Giant
Kepler-1875 b,0,-0.28234341,10.5,3.227,713.08466,34.458599,Neptunian
Kepler-1860 b,0,0.437152584,1.55,1.139,718.35123,12.7372,Terrestrial
Kepler-1832 b,0,0.282047805,2.02,1.227,1090.8093,3.1387899,Terrestrial
Kepler-1866 b,0,0.025635393,4.99,2.082,868.26612,11.6601,Super-Earth
OGLE-2015-BLG-1649L b,0,-4.31E-16,807,13.2,0,0,Gas Giant
Kepler-846 b,0,0.116327602,6.71,2.48,601.09187,19.807922,Super-Earth
Kepler-1669 d,0,0.401196115,1.98,1.22,741.69745,4.7294118,Terrestrial
Kepler-1819 b,0,-0.476568337,14.5,3.904,732.03864,16.4869,Neptunian
Kepler-381 c,0,0.315083633,1.46,1.12,1001.1676,13.391635,Terrestrial
Kepler-595 c,0,0.509587482,3.3,1.009,665.002,12.38602,Terrestrial
Kepler-1715 b,0,-0.49929477,16,4.14,693.93816,35.597301,Neptunian
Kepler-123 c,0,0.311831795,2.79,1.48,758.15922,26.695074,Terrestrial
Kepler-372 c,0,0.062260234,5.02,2.09,780.88908,20.053763,Super-Earth
Kepler-402 c,0,0.179225946,3.05,1.56,1097.9821,6.124821,Super-Earth
Kepler-404 c,0,0.400117477,3.61,1.72,610.81361,14.751166,Super-Earth
Kepler-1744 b,0,-0.092997482,13.6,3.768,526.27785,37.101101,Neptunian
Kepler-296 e,1,4.619818026,2.96,1.53,249.37936,34.14211,Super-Earth
Kepler-310 b,0,0.486317108,1.81,1.19,666.32824,13.930698,Terrestrial
Kepler-1022 b,0,0.296720143,6.17,2.36,547.90059,10.994699,Super-Earth
K2-244 b,0,0.349419232,3.71,1.75,632.06478,21.06884,Super-Earth
Kepler-1849 b,0,2.104539192,6.29,2.387,341.47879,57.2929,Super-Earth
Kepler-1850 b,0,0.240695116,0.313,0.729,1113.4382,1.3858,Terrestrial
Kepler-2001 b,0,0.292007285,1.12,1.04,1325.4599,1.090011,Terrestrial
Kepler-2001 c,0,0.467661725,3.97,1.82,565.04764,14.092583,Super-Earth
Kepler-1870 b,0,-0.022195494,5.07,2.101,1050.8739,3.60694,Super-Earth
Kepler-1871 b,0,-0.167680688,6.44,2.422,1454.0333,1.9527,Super-Earth
K2-72 e,1,4.767029258,2.21,1.29,271.56093,24.158868,Terrestrial
K2-59 b,0,0.60176945,6.39,2.41,473.46772,20.6921,Super-Earth
Kepler-1953 b,0,0.403901993,2.2,1.286,719.45786,6.2456598,Terrestrial
Kepler-1946 b,0,-0.171081967,6.75,2.488,1092.9533,3.0351901,Super-Earth
Kepler-1965 b,0,0.859848093,2.4,1.354,508.32492,41.868698,Terrestrial
Kepler-1967 b,0,0.423618926,0.315,0.73,677.96307,7.2816901,Terrestrial
Kepler-1916 b,0,0.004527422,7.35,2.618,635.92403,31.254299,Unknown
Kepler-633 b,0,0.171572408,3.29,1.63,978.41005,8.5034072,Super-Earth
TOI-532 b,0,-0.858709397,61.5,5.82,788.32238,2.3266508,Gas Giant
K2-151 b,0,0.682139138,2.83,1.49,539.50478,3.835476,Terrestrial
Kepler-1892 b,0,0.127753617,4.03,1.837,851.42786,6.3312302,Super-Earth
HD 4760 b,0,-1.424159965,4417.837,12.3,1284.3717,434,Gas Giant
HD 68988 c,0,-1.348227754,4767.4261,12.3,78.612274,16000,Gas Giant
HD 24085 b,0,-0.497409736,11.8,3.46,1711.1152,2.0455,Neptunian
TOI-1064 c,0,0.099058129,2.5,2.651,579.30364,12.226574,Unknown
Kepler-768 b,0,0.316955696,3.86,1.79,642.25249,11.391003,Super-Earth
Kepler-363 b,0,0.273932271,1.65,1.16,1434.5943,3.614568,Terrestrial
Kepler-307 c,0,0.057386672,3.64,2.2,726.63127,13.0729,Super-Earth
Kepler-332 c,0,0.794220103,1.32,1.09,539.07263,15.995622,Terrestrial
Kepler-342 d,0,0.002094409,6.76,2.49,672.11258,39.459357,Super-Earth
Kepler-364 b,0,0.301210623,3.02,1.55,738.99195,25.745718,Super-Earth
HD 93963 A b,0,0.22128631,7.8,1.35,1866.5803,1.0391353,Terrestrial
HD 93963 A c,0,-0.419892882,19.2,3.228,1228.547,3.6451398,Neptunian
K2-223 b,0,0.270721755,0.64,0.89,2215.3781,0.50557,Terrestrial
Kepler-112 c,0,0.182360265,6.35,2.4,584.5686,28.574263,Super-Earth
Kepler-1913 b,0,0.338191127,2.92,1.519,709.80092,14.196,Super-Earth
Kepler-1914 b,0,-0.049149874,8.97,2.943,602.40342,30.8279,Unknown
Kepler-1917 b,0,0.238818393,4.23,1.89,669.39289,12.9024,Super-Earth
Kepler-27 c,0,-0.167898482,4385.87,4.9,482.31751,31.3309,Gas Giant
Kepler-1035 b,0,0.271345699,1.71,1.17,1462.3659,2.7140775,Terrestrial
